0,take-manual-table-right
20,take-manual-table-right
40,take-manual-table-right
60,take-manual-table-right
80,take-manual-table-right
100,take-manual-table-right
120,take-manual-table-right
140,take-manual-table-right
160,take-manual-table-right
180,take-manual-table-right
200,take-manual-table-right
220,take-manual-table-right
240,take-manual-table-right
260,take-manual-table-right
280,take-manual-table-right
300,take-manual-table-right
320,take-manual-table-right
340,take-manual-table-right
360,take-manual-table-right
380,take-manual-table-right
400,take-manual-table-right
420,take-manual-table-right
440,take-manual-table-right
460,take-manual-table-right
480,take-manual-table-right
500,take-manual-table-right
520,take-manual-table-right
540,take-manual-table-right
560,take-manual-table-right
580,take-manual-table-right
600,take-manual-table-right
620,take-manual-table-right
640,take-manual-table-right
660,take-manual-table-right
680,take-manual-table-right
700,take-manual-table-right
720,take-manual-table-right
740,take-manual-table-right
760,take-manual-table-right
780,take-manual-table-right
800,take-manual-table-right
820,take-manual-table-right
840,take-manual-table-right
860,take-manual-table-right
880,take-manual-table-right
900,take-manual-table-right
920,take-manual-table-right
940,take-manual-table-right
960,take-manual-table-right
980,take-manual-table-right
1000,take-manual-table-right
1020,take-manual-table-right
1040,take-manual-table-right
1060,take-manual-table-right
1080,take-manual-table-right
1100,take-manual-table-right
1120,take-manual-table-right
1140,take-manual-table-right
1160,take-manual-table-right
1180,put-manual-table-right
1200,put-manual-table-right
1220,put-manual-table-right
1240,put-manual-table-right
1260,put-manual-table-right
1280,put-manual-table-right
1300,put-manual-table-right
1320,put-manual-table-right
1340,put-manual-table-right
1360,put-manual-table-right
1380,put-manual-table-right
1400,put-manual-table-right
1420,put-manual-table-right
1440,put-manual-table-right
1460,put-manual-table-right
1480,put-manual-table-right
1500,put-manual-table-right
1520,put-manual-table-right
1540,put-manual-table-right
1560,put-manual-table-right
1580,wait
1600,wait
1620,wait
1640,wait
1660,wait
1680,wait
1700,wait
1720,wait
1740,wait
1760,wait
1780,wait
1800,wait
1820,wait
1840,wait
1860,wait
1880,wait
1900,wait
1920,wait
1940,wait
1960,wait
1980,wait
2000,wait
2020,wait
2040,wait
2060,wait
2080,wait
2100,wait
2120,wait
2140,wait
2160,wait
2180,wait
2200,wait
2220,wait
2240,wait
2260,wait
2280,wait
2300,wait
2320,wait
2340,wait
2360,wait
2380,wait
2400,wait
2420,wait
2440,wait
2460,wait
2480,wait
2500,wait
2520,wait
2540,wait
2560,wait
2580,wait
2600,wait
2620,wait
2640,wait
2660,wait
2680,wait
2700,wait
2720,wait
2740,wait
2760,wait
2780,wait
2800,wait
2820,wait
2840,wait
2860,wait
2880,wait
2900,wait
2920,wait
2940,wait
2960,wait
2980,wait
3000,wait
3020,wait
3040,wait
3060,wait
3080,wait
3100,wait
3120,wait
3140,wait
3160,wait
3180,wait
3200,wait
3220,wait
3240,wait
3260,wait
3280,wait
3300,wait
3320,wait
3340,wait
3360,wait
3380,wait
3400,wait
3420,wait
3440,wait
3460,wait
3480,wait
3500,wait
3520,wait
3540,take-manual-table-right
3560,take-manual-table-right
3580,take-manual-table-right
3600,take-manual-table-right
3620,take-manual-table-right
3640,take-manual-table-right
3660,take-manual-table-right
3680,take-manual-table-right
3700,take-manual-table-right
3720,take-manual-table-right
3740,take-manual-table-right
3760,take-manual-table-right
3780,take-manual-table-right
3800,take-manual-table-right
3820,take-manual-table-right
3840,take-manual-table-right
3860,take-manual-table-right
3880,take-manual-table-right
3900,take-manual-table-right
3920,take-manual-table-right
3940,take-manual-table-right
3960,take-manual-table-right
3980,take-manual-table-right
4000,take-manual-table-right
4020,take-manual-table-right
4040,take-manual-table-right
4060,take-manual-table-right
4080,take-manual-table-right
4100,take-manual-table-right
4120,take-manual-table-right
4140,take-manual-table-right
4160,take-manual-table-right
4180,take-manual-table-right
4200,take-manual-table-right
